Model,financial_qa,legal_contract_qa,multidoc_qa,narrative_qa,natural_question,scientific_qa,F1 avg,<====>,gov_report_summ,news_summ,paper_assistant,patent_summ,review_summ,tv_show_summ,meeting_summ,ROUGE avg,Chunking,Retrieval,In-domain data,In-context examples,Context length
turbo-16k-0613,45.36,24.87,31.45,18.20,45.90,28.25,-,<====>,45.90/15.60/23.64,35.30/8.12/16.06,39.55/10.92/18.61,45.98/20.30/29.28,30.18/7.14/18.67,31.97/5.36/16.87,30.20/7.22/19.31,-,no,no,no,0,16k
